TheTime,CH0,CH1,CH2,CH3,CH4,CH5,CH6,CH7
42421.00020842,0.008384556,0.04557156,0.05216925,0.3364699,0.001187071,0.001187071,0.07975961,0.2662944
42421.00032416,0.009584136,0.04377219,0.05276904,0.3322714,0.001187071,0.001786862,0.07915982,0.2668942
42421.00043990,0.008384556,0.04437198,0.05216925,0.3352703,0.001187071,0.001187071,0.07915982,0.2668942
42421.00055564,0.007184975,0.04677114,0.05336883,0.3334709,0.001187071,0.001187071,0.07856003,0.2650948
42421.00067138,0.007184975,0.04797072,0.05396862,0.3340707,0.001187071,0.001187071,0.07856003,0.2650948
42421.00078711,0.007184975,0.04677114,0.05276904,0.3358701,0.001187071,0.001786862,0.08035940,0.2650948
42421.00090285,0.007184975,0.04557156,0.05156946,0.3328711,0.001187071,0.001187071,0.08155898,0.2644950
42421.00101859,0.005985394,0.04437198,0.05096967,0.3340707,0.001187071,0.001187071,0.08155898,0.2668942
42421.00113433,0.007184975,0.04437198,0.05036988,0.3364699,0.001187071,0.001187071,0.07796024,0.2650948
42421.00125007,0.005985394,0.04557156,0.05156946,0.3328711,0.001187071,0.001187071,0.07256212,0.2650948
42421.00136581,0.007184975,0.04737093,0.05396862,0.3340707,0.001187071,0.001187071,0.07136254,0.2662944
42421.00148155,0.008384556,0.04677114,0.05396862,0.3364699,0.001187071,0.001187071,0.07196233,0.2674940
42421.00159729,0.007184975,0.04737093,0.05336883,0.3322714,0.001187071,0.001187071,0.07496129,0.2668942
42421.00171303,0.006585184,0.04557156,0.05216925,0.3358701,0.001187071,0.001187071,0.07556108,0.2668942
42421.00182877,0.007184975,0.04317240,0.05036988,0.3346705,0.001786862,0.001187071,0.07616087,0.2668942
42421.00194451,0.007184975,0.04437198,0.05096967,0.3346705,0.001187071,0.001187071,0.07915982,0.2650948
42421.00206025,0.007184975,0.04437198,0.05156946,0.3364699,0.001187071,0.001187071,0.08035940,0.2644950
42421.00217599,0.008984346,0.04317240,0.05096967,0.3322714,0.001187071,0.001187071,0.08035940,0.2650948
42421.00229172,0.007784765,0.04377219,0.05156946,0.3328711,0.001187071,0.001187071,0.08215877,0.2656946
