TheTime,CH0,CH1,CH2,CH3,CH4,CH5,CH6,CH7
42389.00014457,0.4156422,0.3418680,0.3352703,0.3274730,0.001187071,0.001187071,0.02757785,0.3166768
42389.00025922,0.4138428,0.3406684,0.3334709,0.3274730,0.001187071,0.001187071,0.02517869,0.3148774
42389.00037043,0.4156422,0.3406684,0.3346705,0.3286726,0.001187071,0.001187071,0.02217973,0.3148774
42389.00049285,0.4156422,0.3406684,0.3340707,0.3268732,0.001187071,0.001187071,0.01978057,0.3118785
42389.00060190,0.4180414,0.3430676,0.3352703,0.3274730,0.001187071,0.001786862,0.01858099,0.3124783
42389.00072432,0.4162420,0.3394688,0.3334709,0.3268732,0.001187071,0.001187071,0.02157994,0.3124783
42389.00083915,0.4150424,0.3394688,0.3334709,0.3268732,0.001187071,0.001187071,0.01798120,0.3130781
42389.00095525,0.4132431,0.3406684,0.3340707,0.3274730,0.001187071,0.001187071,0.01798120,0.3124783
42389.00106484,0.4132431,0.3394688,0.3340707,0.3274730,0.001187071,0.001187071,0.02397911,0.3130781
42389.00118057,0.4162420,0.3412682,0.3346705,0.3280728,0.001187071,0.001187071,0.02637827,0.3124783
42389.00130318,0.4156422,0.3394688,0.3340707,0.3280728,0.001187071,0.001187071,0.02517869,0.3130781
42389.00141204,0.4138428,0.3394688,0.3334709,0.3280728,0.001187071,0.001187071,0.02517869,0.3106789
42389.00153175,0.4150424,0.3406684,0.3340707,0.3268732,0.001187071,0.001187071,0.02577848,0.3106789
42389.00164352,0.4162420,0.3406684,0.3340707,0.3268732,0.001187071,0.001187071,0.02757785,0.3112787
42389.00176612,0.4156422,0.3400686,0.3334709,0.3280728,0.001187071,0.001187071,0.03117659,0.3106789
42389.00187500,0.4156422,0.3400686,0.3334709,0.3274730,0.001187071,0.001187071,0.02877743,0.3100791
42389.00199074,0.4168418,0.3418680,0.3346705,0.3280728,0.001786862,0.001187071,0.02277952,0.3106789
42389.00210648,0.4144426,0.3400686,0.3340707,0.3268732,0.001187071,0.001187071,0.02637827,0.3106789
42389.00222906,0.4144426,0.3406684,0.3346705,0.3274730,0.001187071,0.001786862,0.02817764,0.3100791
