TheTime,CH6,CH7,output,CH0,CH1,CH2
42537.00011577,0.09115563,0.1559330,,-0.002405566,0.02637827,0.4876171
42537.00023151,0.09235521,0.1559330,,-0.002405566,0.02457890,0.4834185
42537.00034725,0.09355479,0.1553332,,-0.002405566,0.03177638,0.4894164
42537.00046300,0.09175542,0.1559330,,-0.002405566,0.03537512,0.4948145
42537.00057874,0.08995605,0.1553332,,-0.002405566,0.03177638,0.4936150
42537.00069447,0.09175542,0.1565328,,-0.003608153,0.03237617,0.4912158
42537.00081021,0.09115563,0.1553332,,-0.002405566,0.03297596,0.4912158
42537.00092596,0.09115563,0.1559330,,-0.002405566,0.02877743,0.4900162
42537.00104169,0.09295500,0.1559330,,-0.002405566,0.02157994,0.4870173
42537.00115744,0.09355479,0.1553332,,-0.001202979,0.02217973,0.4840183
42537.00127316,0.09355479,0.1553332,,-0.002405566,0.02937722,0.4864175
42537.00138892,0.09235521,0.1559330,,-0.002405566,0.03057680,0.4876171
42537.00150464,0.09175542,0.1541336,,-0.002405566,0.03297596,0.4894164
42537.00162040,0.09115563,0.1535338,,-0.002405566,0.03417554,0.4918156
42537.00173614,0.09235521,0.1535338,,-0.003608153,0.03057680,0.4894164
42537.00185188,0.09295500,0.1541336,,-0.002405566,0.02877743,0.4870173
42537.00196762,0.09235521,0.1553332,,-0.002405566,0.03297596,0.4924154
42537.00208334,0.09175542,0.1559330,,-0.002405566,0.03777428,0.4966139
42537.00219910,0.09295500,0.1559330,,-0.002405566,0.03417554,0.4930152
42537.00231482,0.09115563,0.1553332,,-0.003608153,0.03057680,0.4894164
42537.00243058,0.08995605,0.1553332,,-0.002405566,0.03177638,0.4906160
42537.00254632,0.08995605,0.1547334,,-0.003608153,0.03177638,0.4918156
42537.00266206,0.09355479,0.1547334,,-0.003608153,0.03597491,0.4948145
42537.00277780,0.09535416,0.1523342,,-0.002405566,0.04137303,0.4972137
42537.00289352,0.09235521,0.1517345,,-0.002405566,0.04257261,0.4954143
42537.00300928,0.09175542,0.1517345,,-0.002405566,0.03837407,0.4912158
42537.00312500,0.08935625,0.1535338,,-0.002405566,0.03417554,0.4888166
42537.00324076,0.09055584,0.1535338,,-0.002405566,0.02937722,0.4840183
42537.00335650,0.08995605,0.1565328,,-0.002405566,0.02937722,0.4858177
42537.00347224,0.08875646,0.1577324,,-0.002405566,0.02997701,0.4882168
42537.00358798,0.08995605,0.1577324,,-0.002405566,0.02937722,0.4882168
42537.00370370,0.09055584,0.1577324,,-0.002405566,0.02877743,0.4888166
42537.00381946,0.09055584,0.1577324,,-0.003608153,0.02757785,0.4900162
42537.00393519,0.08875646,0.1577324,,-0.003608153,0.03117659,0.4906160
42537.00405094,0.08815667,0.1577324,,-0.002405566,0.03117659,0.4882168
42537.00416667,0.08995605,0.1583321,,-0.002405566,0.03057680,0.4846181
42537.00428241,0.09055584,0.1577324,,-0.002405566,0.03537512,0.4900162
42537.00439815,0.09175542,0.1577324,,-0.002405566,0.04017344,0.4936150
42537.00451389,0.08995605,0.1553332,,-0.002405566,0.04077324,0.4942148
42537.00462964,0.09115563,0.1565328,,-0.002405566,0.03957365,0.4930152
42537.00474537,0.09415458,0.1559330,,-0.002405566,0.03957365,0.4936150
42537.00486112,0.09595395,0.1535338,,-0.002405566,0.03957365,0.4948145
42537.00497686,0.09415458,0.1523342,,-0.002405566,0.03597491,0.4930152
42537.00509260,0.09235521,0.1517345,,-0.003608153,0.03657470,0.4918156
42537.00520834,0.09055584,0.1517345,,-0.003608153,0.03717449,0.4894164
42537.00532408,0.09235521,0.1493353,,-0.002405566,0.02997701,0.4864175
42537.00543982,0.09295500,0.1499351,,-0.002405566,0.02517869,0.4858177
42537.00555556,0.09295500,0.1493353,,-0.002405566,0.02637827,0.4870173
42537.00567130,0.09415458,0.1481357,,-0.002405566,0.02877743,0.4870173
42537.00578704,0.09595395,0.1499351,,-0.002405566,0.03057680,0.4876171
42537.00590278,0.09475437,0.1499351,,-0.002405566,0.03597491,0.4894164
42537.00601852,0.09175542,0.1505349,,-0.002405566,0.03537512,0.4918156
42537.00613426,0.09055584,0.1499351,,-0.002405566,0.02877743,0.4882168
42537.00625000,0.09295500,0.1517345,,-0.002405566,0.02457890,0.4834185
42537.00636574,0.09055584,0.1499351,,-0.001202979,0.02637827,0.4834185
42537.00648149,0.08935625,0.1499351,,-0.002405566,0.02157994,0.4840183
42537.00659722,0.08935625,0.1523342,,-0.002405566,0.01798120,0.4846181
42537.00671296,0.08995605,0.1523342,,-0.002405566,0.02397911,0.4864175
