TheTime,CH6,CH7,output,CH0,CH1,CH2
42544.00011639,0.04077324,0.1829236,,-0.001202979,0.2692934,0.2770906
42544.00023213,0.04017344,0.1841231,,-0.001202979,0.2632955,0.2728921
42544.00034729,0.03957365,0.1829236,,-0.001202979,0.2650948,0.2722923
42544.00046343,0.03957365,0.1835233,,-0.002405566,0.2602965,0.2698932
42544.00057935,0.04077324,0.1835233,,-0.001202979,0.2674940,0.2746915
42544.00069509,0.03957365,0.1835233,,-0.001202979,0.2590969,0.2674940
42544.00081025,0.04017344,0.1853227,,-0.001202979,0.2674940,0.2770906
42544.00092657,0.04317240,0.1835233,,-0.001202979,0.2590969,0.2668942
42544.00104174,0.04557156,0.1853227,,-0.001202979,0.2692934,0.2788900
42544.00115748,0.04497177,0.1847229,,-0.001202979,0.2608963,0.2680938
42544.00127321,0.04317240,0.1853227,,-0.002405566,0.2692934,0.2788900
42544.00138896,0.04257261,0.1847229,,-0.002405566,0.2620959,0.2692934
42544.00150528,0.04377219,0.1853227,,-0.002405566,0.2614961,0.2692934
42544.00162102,0.04557156,0.1835233,,-0.001202979,0.2626957,0.2698932
42544.00173618,0.04497177,0.1835233,,-0.001202979,0.2584971,0.2674940
42544.00185250,0.04257261,0.1835233,,-0.001202979,0.2692934,0.2770906
42544.00196824,0.04317240,0.1835233,,-0.001202979,0.2656946,0.2752913
42544.00208398,0.04557156,0.1829236,,-0.001202979,0.2602965,0.2698932
42544.00219954,0.04797072,0.1847229,,-0.002405566,0.2596967,0.2692934
42544.00231488,0.04797072,0.1847229,,-0.001202979,0.2704929,0.2788900
42544.00243062,0.04497177,0.1847229,,-0.001202979,0.2584971,0.2668942
42544.00254636,0.04497177,0.1853227,,-0.001202979,0.2596967,0.2692934
42544.00266268,0.04617135,0.1835233,,-0.002405566,0.2584971,0.2674940
42544.00277785,0.04677114,0.1829236,,-0.001202979,0.2620959,0.2698932
42544.00289359,0.04437198,0.1835233,,-0.001202979,0.2704929,0.2782902
42544.00300933,0.04437198,0.1835233,,-0.002405566,0.2590969,0.2674940
42544.00312564,0.04617135,0.1841231,,-0.001202979,0.2644950,0.2740917
42544.00324138,0.04677114,0.1835233,,-0.002405566,0.2602965,0.2674940
42544.00335655,0.04737093,0.1841231,,-0.001202979,0.2686936,0.2764908
42544.00347287,0.04617135,0.1835233,,-0.001202979,0.2698932,0.2788900
42544.00358803,0.04617135,0.1835233,,-0.001202979,0.2620959,0.2716925
42544.00370435,0.04677114,0.1835233,,-0.002405566,0.2602965,0.2674940
42544.00382009,0.04557156,0.1835233,,-0.002405566,0.2698932,0.2782902
42544.00393583,0.04377219,0.1835233,,-0.001202979,0.2596967,0.2680938
42544.00405099,0.04437198,0.1835233,,-0.001202979,0.2596967,0.2674940
42544.00416731,0.04497177,0.1853227,,-3.916211e-07,0.2584971,0.2680938
42544.00428305,0.04377219,0.1853227,,-0.001202979,0.2632955,0.2734919
42544.00439879,0.04257261,0.1835233,,-0.001202979,0.2698932,0.2782902
42544.00451453,0.04317240,0.1841231,,-0.001202979,0.2680938,0.2752913
42544.00462970,0.04437198,0.1835233,,-0.001202979,0.2668942,0.2734919
42544.00474544,0.04437198,0.1817240,,-0.001202979,0.2698932,0.2776904
42544.00486175,0.04377219,0.1817240,,-0.002405566,0.2686936,0.2776904
42544.00497749,0.04617135,0.1817240,,-0.001202979,0.2692934,0.2788900
42544.00509266,0.04437198,0.1811242,,-0.002405566,0.2692934,0.2788900
42544.00520840,0.04197282,0.1811242,,-0.001202979,0.2686936,0.2776904
42544.00532414,0.04197282,0.1793248,,-0.001202979,0.2680938,0.2776904
42544.00543988,0.04437198,0.1793248,,-0.001202979,0.2680938,0.2776904
42544.00555562,0.04557156,0.1787250,,-0.002405566,0.2650948,0.2734919
42544.00567194,0.04317240,0.1793248,,-0.001202979,0.2590969,0.2680938
42544.00578710,0.04137303,0.1793248,,-0.001202979,0.2602965,0.2674940
42544.00590342,0.04377219,0.1787250,,-0.001202979,0.2644950,0.2722923
42544.00601916,0.04317240,0.1793248,,-0.001202979,0.2686936,0.2758911
42544.00613432,0.04317240,0.1793248,,-0.001202979,0.2692934,0.2782902
42544.00625006,0.04377219,0.1793248,,-0.001202979,0.2680938,0.2776904
42544.00636638,0.04197282,0.1793248,,-0.001202979,0.2626957,0.2722923
42544.00648212,0.04017344,0.1787250,,-0.001202979,0.2596967,0.2668942
42544.00659729,0.04017344,0.1793248,,-0.001202979,0.2680938,0.2770906
42544.00671360,0.04317240,0.1799246,,-0.001202979,0.2584971,0.2662944
42544.00682877,0.04257261,0.1793248,,-0.002405566,0.2578973,0.2668942
42544.00694451,0.04317240,0.1793248,,-0.001202979,0.2668942,0.2764908
42544.00706025,0.04317240,0.1817240,,-0.002405566,0.2680938,0.2752913
42544.00717657,0.04257261,0.1793248,,-0.002405566,0.2698932,0.2782902
42544.00729173,0.04017344,0.1793248,,-0.001202979,0.2608963,0.2686936
42544.00740805,0.03957365,0.1793248,,-0.001202979,0.2686936,0.2764908
42544.00752379,0.04017344,0.1793248,,-0.001202979,0.2626957,0.2722923
42544.00763895,0.04077324,0.1769256,,-0.002405566,0.2644950,0.2716925
42544.00775527,0.04077324,0.1769256,,-0.001202979,0.2590969,0.2692934
42544.00787101,0.04017344,0.1769256,,-0.002405566,0.2698932,0.2776904
42544.00798617,0.04017344,0.1793248,,-0.001202979,0.2584971,0.2668942
42544.00810191,0.04077324,0.1769256,,-0.001202979,0.2590969,0.2680938
42544.00821765,0.03897386,0.1793248,,-0.002405566,0.2590969,0.2680938
42544.00833397,0.04137303,0.1787250,,-0.001202979,0.2596967,0.2674940
42544.00844914,0.04377219,0.1793248,,-0.001202979,0.2680938,0.2776904
42544.00856545,0.04677114,0.1793248,,-0.002405566,0.2608963,0.2686936
42544.00868062,0.04617135,0.1793248,,-0.001202979,0.2632955,0.2722923
42544.00879636,0.04257261,0.1775254,,-0.001202979,0.2680938,0.2758911
42544.00891268,0.04137303,0.1787250,,-0.001202979,0.2662944,0.2728921
42544.00902842,0.04137303,0.1793248,,-0.001202979,0.2584971,0.2668942
42544.00914416,0.04377219,0.1775254,,-0.001202979,0.2686936,0.2782902
42544.00925990,0.04317240,0.1793248,,-0.001202979,0.2626957,0.2716925
42544.00937564,0.04317240,0.1775254,,-0.002405566,0.2584971,0.2668942
42544.00949138,0.04557156,0.1769256,,-0.002405566,0.2590969,0.2668942
42544.00960654,0.04497177,0.1769256,,-0.001202979,0.2626957,0.2710927
42544.00972268,0.04497177,0.1769256,,-0.001202979,0.2590969,0.2680938
42544.00983860,0.04617135,0.1793248,,-0.001202979,0.2596967,0.2680938
42544.00995434,0.04497177,0.1799246,,-0.001202979,0.2614961,0.2704929
42544.01007008,0.04437198,0.1793248,,-0.001202979,0.2626957,0.2722923
42544.01018524,0.04437198,0.1793248,,-0.001202979,0.2698932,0.2776904
42544.01030156,0.04137303,0.1793248,,-0.002405566,0.2596967,0.2674940
42544.01041673,0.04017344,0.1793248,,-0.001202979,0.2638953,0.2740917
42544.01053304,0.03957365,0.1793248,,-0.001202979,0.2578973,0.2668942
42544.01064821,0.03897386,0.1775254,,-0.001202979,0.2590969,0.2680938
42544.01076452,0.04137303,0.1769256,,-0.001202979,0.2662944,0.2728921
42544.01088026,0.04437198,0.1775254,,-0.001202979,0.2692934,0.2782902
42544.01099601,0.04677114,0.1775254,,-0.001202979,0.2608963,0.2704929
42544.01111175,0.04437198,0.1775254,,-0.002405566,0.2590969,0.2668942
42544.01122749,0.04137303,0.1769256,,-0.002405566,0.2692934,0.2776904
42544.01134265,0.04017344,0.1775254,,-0.001202979,0.2632955,0.2728921
42544.01145897,0.04137303,0.1769256,,-0.002405566,0.2584971,0.2668942
42544.01157413,0.04197282,0.1775254,,-0.001202979,0.2596967,0.2668942
42544.01168987,0.04377219,0.1769256,,-0.001202979,0.2608963,0.2680938
42544.01180619,0.04317240,0.1787250,,-0.001202979,0.2626957,0.2704929
42544.01192193,0.04197282,0.1775254,,-0.002405566,0.2692934,0.2782902
42544.01203767,0.04257261,0.1787250,,-0.001202979,0.2596967,0.2686936
42544.01215341,0.04017344,0.1787250,,-0.001202979,0.2632955,0.2710927
42544.01226858,0.03957365,0.1769256,,-0.001202979,0.2698932,0.2776904
42544.01238489,0.03897386,0.1793248,,-3.916211e-07,0.2578973,0.2668942
42544.01250063,0.03957365,0.1775254,,-0.001202979,0.2644950,0.2746915
42544.01261637,0.03897386,0.1775254,,-0.001202979,0.2680938,0.2752913
42544.01273154,0.03957365,0.1769256,,-0.001202979,0.2578973,0.2668942
42544.01284728,0.03777428,0.1775254,,-0.002405566,0.2668942,0.2764908
42544.01296302,0.03837407,0.1769256,,-0.001202979,0.2662944,0.2734919
42544.01307876,0.04137303,0.1769256,,-0.002405566,0.2626957,0.2698932
42544.01319508,0.04197282,0.1751263,,-0.001202979,0.2674940,0.2740917
42544.01331082,0.04017344,0.1757261,,-0.002405566,0.2650948,0.2746915
42544.01342598,0.04077324,0.1757261,,-0.001202979,0.2578973,0.2668942
42544.01354172,0.04257261,0.1757261,,-0.001202979,0.2680938,0.2752913
42544.01365746,0.04197282,0.1751263,,-0.001202979,0.2602965,0.2698932
42544.01377320,0.04017344,0.1757261,,-0.001202979,0.2692934,0.2758911
42544.01388895,0.04017344,0.1751263,,-0.001202979,0.2668942,0.2740917
42544.01400469,0.04257261,0.1751263,,-0.002405566,0.2626957,0.2722923
42544.01412043,0.04317240,0.1751263,,-0.001202979,0.2620959,0.2692934
42544.01423674,0.04377219,0.1769256,,-0.001202979,0.2584971,0.2668942
42544.01435248,0.04197282,0.1775254,,-0.001202979,0.2620959,0.2710927
42544.01446823,0.04257261,0.1757261,,-0.001202979,0.2686936,0.2752913
42544.01458397,0.04197282,0.1775254,,-0.001202979,0.2638953,0.2734919
42544.01469913,0.04077324,0.1751263,,-0.002405566,0.2632955,0.2722923
42544.01481487,0.03897386,0.1769256,,-0.002405566,0.2632955,0.2728921
42544.01493061,0.04017344,0.1769256,,-0.002405566,0.2650948,0.2722923
42544.01504693,0.04137303,0.1769256,,-0.002405566,0.2686936,0.2758911
42544.01516209,0.04017344,0.1769256,,-0.002405566,0.2698932,0.2782902
42544.01527841,0.03777428,0.1769256,,-0.002405566,0.2596967,0.2686936
42544.01539415,0.03957365,0.1751263,,-0.001202979,0.2632955,0.2728921
42544.01550989,0.03957365,0.1745265,,-0.001202979,0.2608963,0.2686936
42544.01562506,0.03837407,0.1727271,,-0.001202979,0.2596967,0.2686936
