TheTime,CH6,CH7,output,CH0,CH1,CH2
42542.00011578,0.04497177,0.1079498,,-0.001202979,0.01318288,0.2429026
42542.00023152,0.04377219,0.1079498,,-0.001202979,0.01378267,0.2435024
42542.00034725,0.04437198,0.1079498,,-0.001202979,0.01138351,0.2435024
42542.00046299,0.04557156,0.1085495,,-0.002405566,0.008984346,0.2435024
42542.00057873,0.04617135,0.1085495,,-0.001202979,0.01258309,0.2441022
42542.00069447,0.04677114,0.1085495,,-0.001202979,0.01198330,0.2423028
42542.00081021,0.04797072,0.1079498,,-0.001202979,0.008384556,0.2405034
42542.00092595,0.04857051,0.1073500,,-0.001202979,0.008984346,0.2423028
42542.00104169,0.04677114,0.1079498,,-0.001202979,0.01258309,0.2453017
42542.00115743,0.04677114,0.1073500,,-0.001202979,0.01798120,0.2495003
42542.00127316,0.04617135,0.1097491,,-0.001202979,0.02277952,0.2536988
42542.00138890,0.04857051,0.1085495,,-0.001202979,0.01978057,0.2512997
42542.00150464,0.04797072,0.1079498,,-0.002405566,0.01438246,0.2477009
42542.00162038,0.04737093,0.1085495,,-0.001202979,0.01198330,0.2495003
42542.00173612,0.04737093,0.1079498,,-0.001202979,0.01618183,0.2512997
42542.00185186,0.04677114,0.1079498,,-0.001202979,0.02038036,0.2524992
42542.00196760,0.04857051,0.1079498,,-0.001202979,0.01918078,0.2524992
42542.00208334,0.04917030,0.1079498,,-0.001202979,0.01438246,0.2512997
42542.00219908,0.04737093,0.1085495,,-0.001202979,0.01618183,0.2495003
42542.00231482,0.04437198,0.1073500,,-0.001202979,0.01918078,0.2495003
42542.00243056,0.04737093,0.1079498,,-0.001202979,0.01798120,0.2489005
42542.00254630,0.04617135,0.1079498,,-0.001202979,0.01558204,0.2483007
42542.00266204,0.04737093,0.1097491,,-0.001202979,0.01438246,0.2465013
42542.00277778,0.04857051,0.1097491,,-0.001202979,0.01258309,0.2471011
42542.00289352,0.04797072,0.1097491,,-0.001202979,0.01318288,0.2477009
42542.00300926,0.04677114,0.1097491,,-0.001202979,0.01438246,0.2477009
42542.00312500,0.05156946,0.1103489,,-0.001202979,0.01618183,0.2489005
42542.00324074,0.04737093,0.1121483,,-0.001202979,0.01918078,0.2489005
42542.00335648,0.04617135,0.1121483,,-0.001202979,0.01918078,0.2495003
42542.00347222,0.04437198,0.1121483,,-0.001202979,0.02038036,0.2512997
42542.00358796,0.04437198,0.1121483,,-0.001202979,0.02217973,0.2542986
42542.00370370,0.04377219,0.1121483,,-0.001202979,0.02098015,0.2530990
42542.00381945,0.04317240,0.1121483,,-0.002405566,0.02038036,0.2512997
42542.00393534,0.04317240,0.1139477,,-0.002405566,0.01978057,0.2495003
42542.00405093,0.04497177,0.1139477,,-0.001202979,0.01378267,0.2483007
42542.00416667,0.04497177,0.1139477,,-0.001202979,0.01138351,0.2506999
42542.00428241,0.04377219,0.1163468,,-0.002405566,0.01738141,0.2518994
42542.00439815,0.04557156,0.1163468,,-0.001202979,0.01978057,0.2512997
42542.00451389,0.04617135,0.1181462,,-0.001202979,0.01558204,0.2489005
42542.00462963,0.04377219,0.1199456,,-0.002405566,0.01378267,0.2501001
42542.00474569,0.04317240,0.1199456,,-0.001202979,0.01498225,0.2501001
42542.00486143,0.04437198,0.1199456,,-0.001202979,0.01498225,0.2506999
42542.00497717,0.04437198,0.1199456,,-0.001202979,0.01558204,0.2501001
42542.00509259,0.04437198,0.1217449,,-0.001202979,0.01618183,0.2495003
42542.00520865,0.04617135,0.1223447,,-0.001202979,0.01438246,0.2483007
42542.00532408,0.04617135,0.1223447,,-0.001202979,0.01498225,0.2477009
42542.00543982,0.04557156,0.1241441,,-0.001202979,0.01258309,0.2477009
42542.00555586,0.04617135,0.1247439,,-0.001202979,0.01138351,0.2495003
42542.00567160,0.04437198,0.1247439,,-0.001202979,0.01438246,0.2506999
42542.00578704,0.04377219,0.1265433,,-0.001202979,0.01738141,0.2506999
42542.00590278,0.04377219,0.1259435,,-0.001202979,0.01798120,0.2524992
42542.00601852,0.04497177,0.1259435,,-0.001202979,0.01738141,0.2512997
42542.00613456,0.04557156,0.1283426,,-0.001202979,0.01798120,0.2501001
42542.00625000,0.04677114,0.1295422,,-0.001202979,0.02217973,0.2518994
42542.00636585,0.04857051,0.1295422,,-0.001202979,0.02098015,0.2536988
42542.00648177,0.04857051,0.1295422,,-0.002405566,0.02038036,0.2554982
42542.00659751,0.04797072,0.1295422,,-0.002405566,0.01798120,0.2560980
42542.00671307,0.04677114,0.1301420,,-0.001202979,0.01138351,0.2530990
42542.00682881,0.04377219,0.1283426,,-0.001202979,0.01498225,0.2524992
42542.00694455,0.04317240,0.1283426,,-0.001202979,0.01618183,0.2483007
42542.00706028,0.04557156,0.1277428,,-0.001202979,0.01258309,0.2447020
42542.00717621,0.04797072,0.1283426,,-0.001202979,0.01198330,0.2447020
42542.00729194,0.04737093,0.1265433,,-0.001202979,0.01198330,0.2447020
42542.00740750,0.04617135,0.1259435,,-0.001202979,0.01498225,0.2489005
42542.00752324,0.04737093,0.1241441,,-0.001202979,0.01738141,0.2501001
42542.00763916,0.04677114,0.1247439,,-0.001202979,0.01558204,0.2483007
42542.00775490,0.04377219,0.1247439,,-0.001202979,0.01138351,0.2459015
42542.00787046,0.04317240,0.1241441,,-0.001202979,0.01018393,0.2471011
42542.00798638,0.04677114,0.1223447,,-0.001202979,0.01258309,0.2471011
42542.00810211,0.04437198,0.1223447,,-0.001202979,0.01738141,0.2506999
42542.00821785,0.04557156,0.1223447,,-0.001202979,0.02038036,0.2536988
42542.00833341,0.04617135,0.1223447,,-0.001202979,0.01918078,0.2542986
42542.00844915,0.04617135,0.1199456,,-0.001202979,0.01738141,0.2548984
42542.00856507,0.04857051,0.1187460,,-0.001202979,0.01378267,0.2518994
42542.00868063,0.04797072,0.1175464,,-3.916211e-07,0.01258309,0.2489005
42542.00879655,0.04797072,0.1181462,,-0.001202979,0.01618183,0.2495003
42542.00891210,0.04677114,0.1181462,,-0.001202979,0.01798120,0.2501001
42542.00902802,0.04737093,0.1187460,,-0.001202979,0.02217973,0.2530990
42542.00914358,0.04977009,0.1181462,,-0.001202979,0.02337931,0.2560980
42542.00925950,0.05036988,0.1181462,,-0.001202979,0.01498225,0.2489005
42542.00937506,0.04617135,0.1163468,,-0.001202979,0.008384556,0.2435024
42542.00949080,0.04377219,0.1157470,,-0.001202979,0.01138351,0.2477009
42542.00960672,0.04497177,0.1157470,,-0.001202979,0.01618183,0.2524992
42542.00972246,0.04737093,0.1151472,,-0.001202979,0.01498225,0.2506999
42542.00983801,0.04737093,0.1145475,,-0.001202979,0.01498225,0.2495003
42542.00995375,0.04917030,0.1139477,,-0.001202979,0.01678162,0.2495003
42542.01006967,0.04737093,0.1139477,,-0.001202979,0.01258309,0.2501001
42542.01018541,0.04617135,0.1139477,,-0.001202979,0.01018393,0.2512997
42542.01030097,0.04677114,0.1145475,,-0.001202979,0.01318288,0.2512997
42542.01041671,0.04557156,0.1133479,,-0.001202979,0.01618183,0.2512997
42542.01053245,0.04677114,0.1145475,,-0.001202979,0.01918078,0.2518994
42542.01064837,0.04377219,0.1133479,,-0.001202979,0.01978057,0.2495003
42542.01076392,0.04617135,0.1133479,,-0.001202979,0.01798120,0.2477009
42542.01087966,0.04797072,0.1115485,,-0.001202979,0.01798120,0.2471011
42542.01099540,0.04917030,0.1121483,,-0.001202979,0.01498225,0.2459015
42542.01111114,0.04977009,0.1097491,,-0.001202979,0.01858099,0.2512997
42542.01122688,0.05036988,0.1103489,,-0.001202979,0.01918078,0.2554982
42542.01134262,0.04977009,0.1097491,,-0.001202979,0.01198330,0.2518994
