TheTime,CH6,CH7,output,CH0,CH1,CH2
42536.47121406,0.1607313,0.2183112,,-0.002405566,0.02757785,0.3622609
42536.47129636,0.1631305,0.2147124,,-0.002405566,0.02697806,0.3598617
42536.47141210,0.1643301,0.2075150,,-0.001202979,0.03237617,0.3646600
42536.47152778,0.1649298,0.2015171,,-0.001202979,0.03717449,0.3700581
42536.47164352,0.1679288,0.1955191,,-0.001202979,0.03597491,0.3664594
42536.47175926,0.1655296,0.1883217,,-0.002405566,0.03177638,0.3622609
42536.47187511,0.1655296,0.1841231,,-0.001202979,0.03237617,0.3640602
42536.47199085,0.1679288,0.1829236,,-0.002405566,0.03117659,0.3652598
42536.47210659,0.1649298,0.1793248,,-0.001202979,0.02937722,0.3670592
42536.47222233,0.1613311,0.1805244,,-0.002405566,0.03357575,0.3670592
42536.47233807,0.1613311,0.1799246,,-0.002405566,0.03477533,0.3634605
42536.47245381,0.1613311,0.1781252,,-0.002405566,0.03237617,0.3622609
42536.47256954,0.1577324,0.1739267,,-0.001202979,0.03057680,0.3598617
42536.47268528,0.1589319,0.1697282,,-0.002405566,0.02757785,0.3580623
42536.47280102,0.1607313,0.1661294,,-0.002405566,0.02877743,0.3586621
42536.47291676,0.1589319,0.1643301,,-0.002405566,0.03177638,0.3592619
42536.47303250,0.1565328,0.1643301,,-0.001202979,0.03417554,0.3598617
42536.47314824,0.1565328,0.1661294,,-0.002405566,0.03297596,0.3604615
42536.47326398,0.1565328,0.1673290,,-0.002405566,0.03117659,0.3598617
42536.47337971,0.1583321,0.1697282,,-0.001202979,0.03237617,0.3598617
42536.47349545,0.1631305,0.1715275,,-0.002405566,0.03717449,0.3604615
42536.47361119,0.1619309,0.1721273,,-0.001202979,0.03717449,0.3616611
42536.47372693,0.1589319,0.1721273,,-0.002405566,0.03357575,0.3592619
42536.47384267,0.1577324,0.1679288,,-0.002405566,0.02997701,0.3586621
42536.47395841,0.1625307,0.1661294,,-0.001202979,0.02637827,0.3580623
42536.47407415,0.1601315,0.1661294,,-0.002405566,0.02697806,0.3580623
42536.47418989,0.1595317,0.1655296,,-0.002405566,0.02577848,0.3562630
42536.47430562,0.1637303,0.1703280,,-0.002405566,0.02397911,0.3538638
42536.47442136,0.1667292,0.1745265,,-0.002405566,0.02877743,0.3580623
42536.47453710,0.1661294,0.1739267,,-0.001202979,0.03357575,0.3604615
42536.47465284,0.1643301,0.1739267,,-0.001202979,0.03177638,0.3574625
42536.47476858,0.1667292,0.1691284,,-0.002405566,0.02937722,0.3544636
42536.47488432,0.1679288,0.1667292,,-0.002405566,0.02757785,0.3526642
42536.47500006,0.1685286,0.1637303,,-0.002405566,0.02757785,0.3514646
42536.47511580,0.1703280,0.1697282,,-0.002405566,0.02817764,0.3544636
42536.47523153,0.1679288,0.1757261,,-0.001202979,0.03297596,0.3562630
42536.47534727,0.1649298,0.1823238,,-0.001202979,0.03357575,0.3556632
42536.47546301,0.1613311,0.1871221,,-0.002405566,0.03177638,0.3544636
42536.47557875,0.1619309,0.1877219,,-0.002405566,0.02997701,0.3532640
42536.47569449,0.1631305,0.1829236,,-0.001202979,0.02457890,0.3520644
42536.47581023,0.1637303,0.1775254,,-0.002405566,0.02277952,0.3532640
42536.47592603,0.1649298,0.1739267,,-0.002405566,0.02757785,0.3562630
42536.47604177,0.1691284,0.1721273,,-0.002405566,0.02757785,0.3544636
42536.47615751,0.1691284,0.1691284,,-0.001202979,0.02637827,0.3508649
42536.47627325,0.1679288,0.1697282,,-0.002405566,0.02697806,0.3532640
42536.47638899,0.1685286,0.1715275,,-0.002405566,0.03117659,0.3556632
42536.47650472,0.1709277,0.1739267,,-0.002405566,0.03177638,0.3556632
42536.47662046,0.1691284,0.1733269,,-0.002405566,0.03117659,0.3556632
42536.47673620,0.1709277,0.1757261,,-0.002405566,0.02757785,0.3526642
42536.47685194,0.1733269,0.1799246,,-0.002405566,0.02517869,0.3496653
42536.47696768,0.1745265,0.1817240,,-0.001202979,0.02817764,0.3514646
42536.47708342,0.1769256,0.1817240,,-0.002405566,0.03177638,0.3544636
42536.47719916,0.1745265,0.1799246,,-0.001202979,0.03237617,0.3532640
42536.47731490,0.1745265,0.1799246,,-0.002405566,0.02937722,0.3502651
42536.47743064,0.1763259,0.1781252,,-0.002405566,0.03177638,0.3538638
42536.47754638,0.1763259,0.1775254,,-0.001202979,0.03357575,0.3556632
42536.47766211,0.1751263,0.1757261,,-0.001202979,0.03297596,0.3538638
42536.47777785,0.1775254,0.1763259,,-0.002405566,0.02997701,0.3514646
42536.47789359,0.1763259,0.1739267,,-0.002405566,0.02757785,0.3502651
42536.47800933,0.1745265,0.1739267,,-0.001202979,0.02817764,0.3508649
42536.47812507,0.1745265,0.1775254,,-0.002405566,0.02937722,0.3526642
42536.47824081,0.1733269,0.1775254,,-0.002405566,0.03117659,0.3544636
42536.47835655,0.1727271,0.1763259,,-0.001202979,0.02877743,0.3508649
42536.47847229,0.1697282,0.1739267,,-0.002405566,0.02637827,0.3496653
42536.47858803,0.1661294,0.1679288,,-0.002405566,0.02637827,0.3496653
42536.47870377,0.1619309,0.1625307,,-0.001202979,0.02697806,0.3502651
42536.47881951,0.1583321,0.1577324,,-0.002405566,0.02877743,0.3496653
42536.47893524,0.1595317,0.1541336,,-0.002405566,0.02877743,0.3484657
42536.47905098,0.1601315,0.1535338,,-0.001202979,0.02937722,0.3484657
42536.47916672,0.1601315,0.1541336,,-0.001202979,0.02337931,0.3496653
42536.47928246,0.1553332,0.1535338,,-0.002405566,0.01918078,0.3502651
42536.47939820,0.1529340,0.1535338,,-0.002405566,0.02757785,0.3526642
42536.47951394,0.1583321,0.1553332,,-0.001202979,0.03297596,0.3502651
42536.47962968,0.1571326,0.1553332,,-0.001202979,0.02877743,0.3490655
42536.47974542,0.1565328,0.1559330,,-0.002405566,0.02337931,0.3466663
42536.47986116,0.1553332,0.1595317,,-0.002405566,0.02517869,0.3454667
42536.47997690,0.1565328,0.1619309,,-0.002405566,0.02757785,0.3436674
42536.48009264,0.1541336,0.1661294,,-0.001202979,0.02577848,0.3424678
42536.48020838,0.1529340,0.1691284,,-0.001202979,0.02757785,0.3448670
42536.48032412,0.1535338,0.1739267,,-0.001202979,0.02937722,0.3466663
42536.48043985,0.1553332,0.1787250,,-0.002405566,0.02997701,0.3460665
42536.48055559,0.1547334,0.1817240,,-0.001202979,0.02937722,0.3454667
42536.48067133,0.1565328,0.1841231,,-0.002405566,0.03297596,0.3496653
42536.48078707,0.1565328,0.1859225,,-0.002405566,0.03897386,0.3562630
42536.48090281,0.1559330,0.1841231,,-0.002405566,0.03717449,0.3520644
42536.48101855,0.1559330,0.1817240,,-0.002405566,0.03057680,0.3484657
42536.48113429,0.1529340,0.1781252,,-0.002405566,0.02697806,0.3478659
42536.48125003,0.1523342,0.1721273,,-0.002405566,0.02637827,0.3460665
42536.48136577,0.1517345,0.1661294,,-0.001202979,0.03057680,0.3472661
42536.48148151,0.1559330,0.1619309,,-0.002405566,0.03177638,0.3484657
42536.48159725,0.1571326,0.1637303,,-0.001202979,0.03297596,0.3484657
42536.48171299,0.1541336,0.1667292,,-0.002405566,0.03297596,0.3502651
42536.48182873,0.1529340,0.1733269,,-0.002405566,0.02937722,0.3460665
42536.48194446,0.1541336,0.1799246,,-0.001202979,0.02757785,0.3430676
42536.48206020,0.1547334,0.1841231,,-0.001202979,0.03057680,0.3442672
42536.48217594,0.1559330,0.1859225,,-0.002405566,0.03057680,0.3460665
42536.48229168,0.1565328,0.1841231,,-0.002405566,0.02757785,0.3454667
42536.48240742,0.1565328,0.1805244,,-0.001202979,0.02517869,0.3436674
42536.48252316,0.1553332,0.1739267,,-0.002405566,0.02757785,0.3454667
42536.48263890,0.1529340,0.1721273,,-0.001202979,0.03057680,0.3472661
42536.48275464,0.1511347,0.1679288,,-0.002405566,0.03057680,0.3466663
42536.48287038,0.1529340,0.1655296,,-0.002405566,0.02937722,0.3460665
42536.48298612,0.1565328,0.1661294,,-0.002405566,0.02517869,0.3424678
42536.48310186,0.1589319,0.1697282,,-0.002405566,0.02337931,0.3412682
42536.48321760,0.1589319,0.1721273,,-0.002405566,0.02697806,0.3430676
42536.48333334,0.1577324,0.1721273,,-0.002405566,0.02997701,0.3442672
42536.48344908,0.1589319,0.1697282,,-0.002405566,0.02877743,0.3412682
42536.48356482,0.1577324,0.1655296,,-0.002405566,0.02397911,0.3400686
42536.48368056,0.1589319,0.1619309,,-0.002405566,0.02337931,0.3406684
42536.48379630,0.1601315,0.1595317,,-0.001202979,0.02817764,0.3418680
42536.48391204,0.1583321,0.1577324,,-0.002405566,0.02877743,0.3406684
42536.48402778,0.1565328,0.1559330,,-0.001202979,0.02517869,0.3388690
42536.48414352,0.1565328,0.1523342,,-0.002405566,0.02217973,0.3376695
42536.48425926,0.1565328,0.1517345,,-0.002405566,0.01918078,0.3358701
42536.48437500,0.1541336,0.1523342,,-0.002405566,0.02517869,0.3412682
42536.48449074,0.1547334,0.1541336,,-0.001202979,0.02937722,0.3466663
42536.48460648,0.1529340,0.1541336,,-0.002405566,0.02277952,0.3412682
42536.48472222,0.1547334,0.1553332,,-0.001202979,0.02157994,0.3358701
42536.48483796,0.1577324,0.1553332,,-0.002405566,0.02877743,0.3382693
42536.48495370,0.1583321,0.1577324,,-0.002405566,0.02877743,0.3412682
42536.48506945,0.1553332,0.1595317,,-0.002405566,0.02217973,0.3394688
42536.48518519,0.1571326,0.1595317,,-0.001202979,0.02397911,0.3376695
42536.48530093,0.1589319,0.1595317,,-0.001202979,0.03057680,0.3400686
42536.48541667,0.1589319,0.1601315,,-0.002405566,0.02817764,0.3424678
42536.48553241,0.1607313,0.1577324,,-0.002405566,0.02217973,0.3406684
42536.48564815,0.1619309,0.1541336,,-0.002405566,0.02337931,0.3400686
42536.48576389,0.1619309,0.1487355,,-0.002405566,0.02397911,0.3370697
42536.48587963,0.1637303,0.1445370,,-0.002405566,0.02337931,0.3364699
42536.48599537,0.1637303,0.1421378,,-0.002405566,0.02757785,0.3388690
42536.48611111,0.1637303,0.1379393,,-0.002405566,0.02637827,0.3412682
42536.48622685,0.1625307,0.1361399,,-0.001202979,0.01918078,0.3382693
42536.48634259,0.1649298,0.1343405,,-0.002405566,0.02217973,0.3364699
42536.48645833,0.1685286,0.1319414,,-0.002405566,0.02997701,0.3376695
