TheTime,CH6,CH7,output,CH0,CH1,CH2
42545.39456087,0.05096967,0.2009173,,-0.008418501,0.3202755,0.2824888
42545.39467593,0.05216925,0.2009173,,-0.008418501,0.4198407,0.3448670
42545.39479167,0.05156946,0.2003175,,-0.008418501,0.4210403,0.3454667
42545.39490741,0.05336883,0.2009173,,-0.008418501,0.4192410,0.3454667
42545.39502315,0.05276904,0.2003175,,-0.007215914,0.4162420,0.3430676
42545.39513889,0.05216925,0.2003175,,-0.007215914,0.4192410,0.3466663
42545.39525463,0.05096967,0.2003175,,-0.007215914,0.4180414,0.3454667
42545.39537037,0.04977009,0.2009173,,-0.008418501,0.4186412,0.3460665
42545.39548611,0.05036988,0.2003175,,-0.007215914,0.4186412,0.3460665
42545.39560185,0.05156946,0.1979183,,-0.008418501,0.4198407,0.3466663
42545.39571759,0.05096967,0.1985181,,-0.007215914,0.4192410,0.3466663
42545.39583333,0.05096967,0.1991179,,-0.008418501,0.4192410,0.3460665
42545.39594919,0.04977009,0.2009173,,-0.008418501,0.4174416,0.3436674
42545.39606492,0.05156946,0.2003175,,-0.008418501,0.4174416,0.3454667
42545.39618056,0.05336883,0.2003175,,-0.007215914,0.4186412,0.3448670
42545.39629630,0.05396862,0.2009173,,-0.008418501,0.4186412,0.3460665
42545.39641204,0.05516820,0.1985181,,-0.008418501,0.4198407,0.3466663
42545.39652778,0.05576799,0.1985181,,-0.007215914,0.4198407,0.3460665
42545.39664362,0.05696758,0.1991179,,-0.008418501,0.4180414,0.3460665
42545.39675936,0.05456841,0.2003175,,-0.008418501,0.4186412,0.3454667
42545.39687510,0.05396862,0.1985181,,-0.007215914,0.4198407,0.3466663
42545.39699084,0.05396862,0.1979183,,-0.008418501,0.4180414,0.3454667
42545.39710648,0.05456841,0.2003175,,-0.007215914,0.4180414,0.3460665
42545.39722224,0.05516820,0.2009173,,-0.007215914,0.4180414,0.3454667
42545.39733796,0.05876695,0.2003175,,-0.007215914,0.4180414,0.3472661
42545.39745370,0.06056632,0.2009173,,-0.008418501,0.4180414,0.3460665
42545.39756945,0.05876695,0.2009173,,-0.008418501,0.4174416,0.3460665
42545.39768519,0.05336883,0.2009173,,-0.008418501,0.4180414,0.3454667
42545.39780093,0.05096967,0.2003175,,-0.008418501,0.4168418,0.3454667
42545.39791667,0.05216925,0.1985181,,-0.007215914,0.4180414,0.3454667
42545.39803241,0.05456841,0.1985181,,-0.008418501,0.4204405,0.3478659
42545.39814815,0.05636778,0.1985181,,-0.008418501,0.4198407,0.3472661
42545.39826389,0.05696758,0.1967187,,-0.007215914,0.4192410,0.3466663
42545.39837963,0.05516820,0.1961189,,-0.008418501,0.4198407,0.3484657
42545.39849537,0.05336883,0.1961189,,-0.007215914,0.4186412,0.3460665
42545.39861111,0.05396862,0.1961189,,-0.007215914,0.4192410,0.3478659
42545.39872685,0.05516820,0.1967187,,-0.008418501,0.4180414,0.3460665
42545.39884259,0.05636778,0.1973185,,-0.007215914,0.4198407,0.3472661
42545.39895833,0.05516820,0.1967187,,-0.007215914,0.4180414,0.3460665
42545.39907408,0.05456841,0.1967187,,-0.008418501,0.4204405,0.3478659
42545.39918982,0.05276904,0.1967187,,-0.008418501,0.4198407,0.3484657
42545.39930556,0.05156946,0.1967187,,-0.007215914,0.4198407,0.3472661
42545.39942130,0.05096967,0.1961189,,-0.008418501,0.4192410,0.3478659
42545.39953704,0.05276904,0.1967187,,-0.008418501,0.4186412,0.3478659
42545.39965278,0.05456841,0.1967187,,-0.008418501,0.4186412,0.3466663
42545.39976852,0.05456841,0.1949194,,-0.007215914,0.4180414,0.3466663
42545.39988426,0.05636778,0.1967187,,-0.008418501,0.4174416,0.3466663
42545.40000000,0.05636778,0.1967187,,-0.007215914,0.4192410,0.3472661
42545.40011574,0.05456841,0.1961189,,-0.008418501,0.4186412,0.3460665
42545.40023148,0.05636778,0.1943196,,-0.008418501,0.4192410,0.3484657
42545.40034722,0.05996653,0.1943196,,-0.008418501,0.4180414,0.3460665
42545.40046296,0.06176590,0.1943196,,-0.007215914,0.4180414,0.3466663
42545.40057870,0.05816716,0.1943196,,-0.007215914,0.4192410,0.3478659
42545.40069445,0.05336883,0.1949194,,-0.008418501,0.4174416,0.3472661
42545.40081019,0.05276904,0.1949194,,-0.008418501,0.4192410,0.3472661
42545.40092593,0.05396862,0.1949194,,-0.008418501,0.4168418,0.3460665
42545.40104167,0.05636778,0.1943196,,-0.007215914,0.4168418,0.3466663
42545.40115752,0.05816716,0.1925202,,-0.007215914,0.4204405,0.3472661
42545.40127315,0.05936674,0.1925202,,-0.007215914,0.4198407,0.3484657
42545.40138900,0.05996653,0.1943196,,-0.008418501,0.4180414,0.3466663
42545.40150474,0.05876695,0.1967187,,-0.008418501,0.4204405,0.3484657
42545.40162037,0.05816716,0.1967187,,-0.007215914,0.4192410,0.3484657
42545.40173611,0.05696758,0.1967187,,-0.007215914,0.4180414,0.3466663
42545.40185195,0.05876695,0.1967187,,-0.008418501,0.4174416,0.3472661
42545.40196771,0.05816716,0.1967187,,-0.008418501,0.4186412,0.3484657
42545.40208343,0.05636778,0.1961189,,-0.008418501,0.4180414,0.3472661
42545.40219917,0.05516820,0.1961189,,-0.007215914,0.4204405,0.3484657
42545.40231492,0.05636778,0.1967187,,-0.008418501,0.4192410,0.3472661
42545.40243065,0.05756737,0.1961189,,-0.007215914,0.4174416,0.3460665
42545.40254639,0.05816716,0.1961189,,-0.008418501,0.4204405,0.3478659
42545.40266214,0.06116611,0.1985181,,-0.007215914,0.4186412,0.3460665
42545.40277786,0.06176590,0.1991179,,-0.007215914,0.4198407,0.3484657
42545.40289360,0.05816716,0.1979183,,-0.008418501,0.4168418,0.3460665
42545.40300936,0.05456841,0.1979183,,-0.008418501,0.4180414,0.3454667
42545.40312508,0.05576799,0.1985181,,-0.008418501,0.4210403,0.3478659
42545.40324082,0.06056632,0.1985181,,-0.008418501,0.4186412,0.3466663
42545.40335657,0.05936674,0.1979183,,-0.007215914,0.4174416,0.3466663
42545.40347230,0.05876695,0.1979183,,-0.008418501,0.4186412,0.3478659
42545.40358803,0.05756737,0.1985181,,-0.008418501,0.4186412,0.3466663
42545.40370379,0.05516820,0.1979183,,-0.007215914,0.4198407,0.3472661
42545.40381951,0.05636778,0.1985181,,-0.008418501,0.4180414,0.3466663
42545.40393525,0.05696758,0.1985181,,-0.007215914,0.4210403,0.3484657
42545.40405101,0.05516820,0.2003175,,-0.007215914,0.4210403,0.3484657
42545.40416673,0.05336883,0.1985181,,-0.008418501,0.4186412,0.3472661
42545.40428247,0.05096967,0.2003175,,-0.007215914,0.4210403,0.3484657
42545.40439822,0.04797072,0.1985181,,-0.007215914,0.4198407,0.3484657
42545.40451394,0.04797072,0.2003175,,-0.007215914,0.4186412,0.3478659
42545.40462968,0.05036988,0.1985181,,-0.008418501,0.4186412,0.3466663
42545.40474544,0.05216925,0.1985181,,-0.008418501,0.4204405,0.3484657
42545.40486118,0.05096967,0.1985181,,-0.007215914,0.4198407,0.3484657
42545.40497690,0.04737093,0.1979183,,-0.008418501,0.4198407,0.3478659
42545.40509265,0.04197282,0.1985181,,-0.007215914,0.4204405,0.3490655
42545.40520839,0.03897386,0.2003175,,-0.007215914,0.4180414,0.3472661
42545.40532413,0.04077324,0.2009173,,-0.007215914,0.4180414,0.3460665
42545.40543987,0.04797072,0.2003175,,-0.007215914,0.4162420,0.3460665
42545.40555561,0.05216925,0.2009173,,-0.008418501,0.4174416,0.3460665
42545.40567133,0.05336883,0.2003175,,-0.007215914,0.4192410,0.3478659
42545.40578709,0.05696758,0.2009173,,-0.008418501,0.4168418,0.3448670
42545.40590283,0.05696758,0.2027166,,-0.008418501,0.4186412,0.3472661
42545.40601856,0.05276904,0.2027166,,-0.007215914,0.4192410,0.3472661
42545.40613430,0.05036988,0.2045160,,-0.008418501,0.4198407,0.3466663
42545.40625004,0.05036988,0.2039162,,-0.007215914,0.4162420,0.3460665
42545.40636578,0.04317240,0.2045160,,-0.008418501,0.4174416,0.3460665
42545.40648152,0.04017344,0.2045160,,-0.007215914,0.4192410,0.3478659
42545.40659726,0.04257261,0.2045160,,-0.007215914,0.4174416,0.3472661
42545.40671300,0.04557156,0.2063154,,-0.007215914,0.4180414,0.3478659
42545.40682874,0.04497177,0.2069152,,-0.008418501,0.4186412,0.3466663
42545.40694446,0.04557156,0.2087145,,-0.008418501,0.4162420,0.3460665
42545.40706020,0.04317240,0.2081147,,-0.008418501,0.4138428,0.3442672
42545.40717595,0.04317240,0.2093143,,-0.007215914,0.4174416,0.3460665
42545.40729168,0.04677114,0.2087145,,-0.008418501,0.4174416,0.3472661
42545.40740741,0.05276904,0.2081147,,-0.007215914,0.4180414,0.3472661
42545.40752317,0.05516820,0.2087145,,-0.008418501,0.4186412,0.3472661
42545.40763891,0.05576799,0.2087145,,-0.008418501,0.4186412,0.3460665
42545.40775463,0.05756737,0.2105139,,-0.007215914,0.4156422,0.3448670
42545.40787039,0.05696758,0.2105139,,-0.007215914,0.4150424,0.3442672
42545.40798612,0.05216925,0.2099141,,-0.007215914,0.4174416,0.3466663
42545.40810185,0.04857051,0.2123133,,-0.007215914,0.4162420,0.3454667
42545.40821759,0.04737093,0.2129131,,-0.008418501,0.4162420,0.3448670
42545.40833333,0.04437198,0.2129131,,-0.008418501,0.4156422,0.3442672
42545.40844908,0.04557156,0.2123133,,-0.007215914,0.4174416,0.3460665
42545.40856482,0.04857051,0.2123133,,-0.007215914,0.4168418,0.3466663
42545.40868056,0.04617135,0.2129131,,-0.008418501,0.4168418,0.3448670
42545.40879630,0.04317240,0.2123133,,-0.007215914,0.4168418,0.3454667
42545.40891204,0.04377219,0.2123133,,-0.008418501,0.4168418,0.3460665
42545.40902778,0.04377219,0.2123133,,-0.008418501,0.4138428,0.3442672
42545.40914352,0.05456841,0.2147124,,-0.007215914,0.4180414,0.3460665
42545.40925926,0.06236569,0.2123133,,-0.008418501,0.4168418,0.3460665
42545.40937500,0.06416506,0.2153122,,-0.007215914,0.4150424,0.3448670
42545.40949074,0.06416506,0.2147124,,-0.008418501,0.4150424,0.3442672
42545.40960648,0.06656422,0.2147124,,-0.008418501,0.4144426,0.3394688
42545.40972222,0.06956317,0.2147124,,-0.008418501,0.4192410,0.3442672
42545.40983796,0.07616087,0.2129131,,-0.007215914,0.4282378,0.3952493
42545.40995371,0.07796024,0.2129131,,-0.007215914,0.3610613,0.3340707
42545.41006945,0.07796024,0.2123133,,-0.006013327,0.3880519,0.3460665
42545.41018519,0.07736045,0.2105139,,-0.006013327,0.3676590,0.3424678
42545.41030093,0.07436150,0.2081147,,-0.007215914,0.3820540,0.3406684
42545.41041667,0.07556108,0.2087145,,-0.004810740,0.3766558,0.3310718
42545.41053241,0.07736045,0.2051158,,-0.006013327,0.3712577,0.3310718
42545.41064815,0.07796024,0.2063154,,-0.007215914,0.3844531,0.3406684
42545.41076389,0.07736045,0.2069152,,-0.006013327,0.3832535,0.3346705
42545.41087963,0.07676066,0.2033164,,-0.006013327,0.3856527,0.3382693
42545.41099537,0.07436150,0.2039162,,-0.007215914,0.3472661,0.3184762
42545.41111111,0.07496129,0.2003175,,-0.007215914,0.7149376,0.3694584
42545.41122685,0.07616087,0.1997177,,-0.007215914,1.064016,0.3598617
42545.41134259,0.07196233,0.1985181,,-0.007215914,1.064016,0.3736569
42545.41145833,0.07196233,0.1979183,,-0.007215914,1.062216,0.3772556
42545.41157408,0.07016296,0.1967187,,-0.007215914,1.063416,0.3748565
42545.41168982,0.07076275,0.1985181,,-0.007215914,1.062816,0.3760560
42545.41180556,0.07436150,0.1967187,,-0.007215914,1.064016,0.3742567
42545.41192141,0.07796024,0.1973185,,-0.007215914,1.064016,0.3754563
42545.41203709,0.07556108,0.1979183,,-0.007215914,1.062816,0.3748565
42545.41215285,0.07136254,0.1985181,,-0.008418501,1.064016,0.3766558
42545.41226857,0.06956317,0.1955191,,-0.006013327,0.3724573,0.3340707
42545.41238431,0.07136254,0.1961189,,-0.008418501,0.3964489,1.063416
42545.41250007,0.07256212,0.1967187,,-0.008418501,0.4192410,1.062216
42545.41261579,0.07196233,0.1931200,,-0.008418501,0.4150424,1.064016
42545.41273154,0.07196233,0.1931200,,-0.008418501,0.4114437,1.064016
42545.41284727,0.07256212,0.1925202,,-0.007215914,0.4162420,1.062216
42545.41296300,0.07076275,0.1907208,,-0.008418501,0.3748565,0.3136779
42545.41307874,0.07256212,0.1889215,,-0.007215914,0.3982483,0.3376695
42545.41319448,0.07136254,0.1889215,,-0.008418501,0.4060456,0.3424678
42545.41331024,0.07076275,0.1901210,,-0.007215914,0.4054458,0.3430676
42545.41342596,0.06956317,0.1889215,,-0.008418501,0.4048460,0.3424678
42545.41354171,0.06896338,0.1883217,,-0.007215914,0.4024468,0.3424678
42545.41365745,0.06776380,0.1895212,,-0.007215914,0.4042462,0.3430676
42545.41377319,0.06176590,0.1883217,,-0.007215914,0.4048460,0.3442672
42545.41388893,0.06236569,0.1877219,,-0.008418501,0.4084447,0.3442672
42545.41400467,0.06476485,0.1865223,,-0.008418501,0.4024468,0.3424678
42545.41412041,0.06656422,0.1871221,,-0.007215914,0.4048460,0.3424678
42545.41423615,0.06416506,0.1853227,,-0.008418501,0.4036464,0.3430676
42545.41435188,0.05996653,0.1847229,,-0.007215914,0.4024468,0.3418680
42545.41446762,0.06116611,0.1865223,,-0.007215914,0.4060456,0.3430676
42545.41458336,0.06296548,0.1847229,,-0.007215914,0.3514646,0.2471011
42545.41469908,0.06536464,0.1859225,,-0.007215914,0.3934500,0.3406684
42545.41481484,0.06836359,0.1865223,,-0.007215914,0.4042462,0.3424678
42545.41493058,0.06836359,0.1859225,,-0.008418501,0.4036464,0.3430676
42545.41504632,0.06836359,0.1829236,,-0.007215914,0.4030466,0.3412682
42545.41516205,0.06716401,0.1853227,,-0.008418501,0.4018470,0.3412682
42545.41527779,0.07016296,0.1865223,,-0.007215914,0.4024468,0.3418680
42545.41539353,0.06476485,0.1847229,,-0.008418501,0.3688586,0.3352703
42545.41550926,0.06296548,0.1853227,,-0.008418501,0.4012472,0.3418680
42545.41562500,0.06596443,0.1853227,,-0.008418501,0.4096443,0.3502651
42545.41574074,0.06716401,0.1829236,,-0.008418501,0.6831487,0.3688586
42545.41585649,0.06296548,0.1829236,,-0.007215914,0.6633556,0.002986442
42545.41597222,0.06236569,0.1811242,,-0.007215914,0.6459617,0.001187071
42545.41608796,0.06236569,0.1829236,,-0.008418501,0.6267684,0.001187071
42545.41620371,0.05996653,0.1817240,,-0.007215914,0.6075751,0.001187071
42545.41631945,0.05756737,0.1811242,,-0.008418501,0.5859827,0.001786862
42545.41643519,0.05636778,0.1817240,,-0.008418501,0.5685888,0.001187071
42545.41655093,0.05636778,0.1811242,,-0.007215914,0.5505950,0.002386652
42545.41666667,0.05696758,0.1787250,,-0.007215914,0.5362001,0.002386652
42545.41678241,0.05876695,0.1799246,,-0.007215914,0.5224049,0.001187071
42545.41689815,0.05996653,0.1799246,,-0.007215914,0.5044112,0.001187071
42545.41701389,0.05996653,0.1805244,,-0.008418501,0.4888166,0.001187071
42545.41712963,0.05756737,0.1805244,,-0.007215914,0.4732221,0.004785813
42545.41724537,0.05636778,0.1805244,,-0.007215914,0.4564280,0.006585184
42545.41736111,0.05816716,0.1805244,,-0.008418501,0.4474311,0.005985394
42545.41747685,0.05876695,0.1793248,,-0.007215914,0.4366349,0.002386652
42545.41759259,0.06236569,0.1805244,,-0.007215914,0.4204405,0.003586233
42545.41770833,0.06296548,0.1793248,,-0.007215914,0.4048460,0.002986442
42545.41782408,0.06056632,0.1787250,,-0.007215914,0.3946496,0.001187071
42545.41793982,0.05756737,0.1769256,,-0.007215914,0.3856527,0.001187071
42545.41805556,0.05696758,0.1769256,,-0.008418501,1.001038,0.001187071
42545.41817130,0.05876695,0.1793248,,-0.007215914,1.001637,0.001187071
