TheTime,CH6,CH7,output,CH0,CH1,CH2
42541.00011588,0.02757785,0.1679288,,-0.001202979,0.03957365,0.2435024
42541.00023148,0.02817764,0.1697282,,-0.001202979,0.04017344,0.2441022
42541.00034722,0.02937722,0.1691284,,-0.001202979,0.04137303,0.2465013
42541.00046308,0.02817764,0.1691284,,-0.001202979,0.04317240,0.2489005
42541.00057884,0.02817764,0.1715275,,-0.001202979,0.04137303,0.2477009
42541.00069455,0.02637827,0.1715275,,-0.001202979,0.04377219,0.2465013
42541.00081031,0.02937722,0.1733269,,-0.001202979,0.04437198,0.2441022
42541.00092603,0.03117659,0.1745265,,-0.001202979,0.04017344,0.2417030
42541.00104179,0.02937722,0.1763259,,-0.001202979,0.04077324,0.2441022
42541.00115751,0.02757785,0.1775254,,-0.001202979,0.04257261,0.2465013
42541.00127325,0.02817764,0.1799246,,-0.001202979,0.04317240,0.2483007
42541.00138901,0.02877743,0.1799246,,-0.001202979,0.04317240,0.2501001
42541.00150475,0.02817764,0.1823238,,-0.001202979,0.03837407,0.2471011
42541.00162046,0.02877743,0.1823238,,-0.001202979,0.03777428,0.2447020
42541.00173640,0.02937722,0.1823238,,-0.001202979,0.04197282,0.2453017
42541.00185196,0.03057680,0.1835233,,-0.001202979,0.04317240,0.2465013
42541.00196788,0.03237617,0.1847229,,-0.002405566,0.04197282,0.2465013
42541.00208362,0.03057680,0.1835233,,-0.001202979,0.04017344,0.2465013
42541.00219936,0.03177638,0.1841231,,-0.001202979,0.04017344,0.2471011
42541.00231510,0.03177638,0.1853227,,-0.001202979,0.04137303,0.2489005
42541.00243065,0.03057680,0.1859225,,-0.001202979,0.04257261,0.2483007
42541.00254639,0.02997701,0.1865223,,-0.001202979,0.04497177,0.2489005
42541.00266231,0.03117659,0.1847229,,-0.001202979,0.04317240,0.2477009
42541.00277785,0.03117659,0.1829236,,-0.001202979,0.04077324,0.2465013
42541.00289379,0.03057680,0.1847229,,-0.001202979,0.03897386,0.2453017
42541.00300953,0.03117659,0.1823238,,-0.001202979,0.04017344,0.2453017
42541.00312506,0.03057680,0.1823238,,-0.001202979,0.04317240,0.2435024
42541.00324101,0.03297596,0.1823238,,-0.001202979,0.04197282,0.2441022
42541.00335674,0.03237617,0.1829236,,-0.002405566,0.04257261,0.2441022
42541.00347248,0.03657470,0.1799246,,-0.001202979,0.03957365,0.2447020
42541.00358822,0.03057680,0.1793248,,-0.001202979,0.03597491,0.2423028
42541.00370396,0.03177638,0.1781252,,-0.001202979,0.03237617,0.2405034
42541.00381952,0.03537512,0.1763259,,-0.001202979,0.03597491,0.2429026
42541.00393526,0.03477533,0.1763259,,-0.001202979,0.03837407,0.2453017
42541.00405118,0.03297596,0.1757261,,-0.001202979,0.03537512,0.2435024
42541.00416671,0.03297596,0.1757261,,-0.001202979,0.03417554,0.2417030
42541.00428245,0.03357575,0.1739267,,-0.001202979,0.03837407,0.2441022
42541.00439839,0.03357575,0.1763259,,-0.001202979,0.04197282,0.2459015
42541.00451413,0.03297596,0.1757261,,-3.916211e-07,0.04017344,0.2447020
42541.00462969,0.03537512,0.1763259,,-0.001202979,0.03657470,0.2435024
42541.00474561,0.03597491,0.1781252,,-0.001202979,0.03717449,0.2453017
42541.00486116,0.03477533,0.1763259,,-0.001202979,0.04137303,0.2465013
42541.00497690,0.03597491,0.1763259,,-0.001202979,0.04197282,0.2447020
42541.00509282,0.03597491,0.1751263,,-0.001202979,0.03837407,0.2429026
42541.00520836,0.03477533,0.1757261,,-0.001202979,0.03897386,0.2459015
42541.00532430,0.03417554,0.1733269,,-0.001202979,0.04137303,0.2489005
