TheTime,CH0,CH1,CH2,CH3,CH4,CH5,CH6,CH7
42377.00013889,0.4162420,0.3448670,0.3388690,0.3358701,0.001187071,0.001187071,0.1127481,0.2165118
42377.00025463,0.4156422,0.3448670,0.3394688,0.3370697,0.001187071,0.001187071,0.1139477,0.2171116
42377.00037037,0.4132431,0.3430676,0.3370697,0.3340707,0.001187071,0.001187071,0.1139477,0.2165118
42377.00048611,0.4168418,0.3454667,0.3394688,0.3370697,0.001187071,0.001187071,0.1121483,0.2171116
42377.00060185,0.4162420,0.3442672,0.3388690,0.3364699,0.001187071,0.001187071,0.1085495,0.2165118
42377.00071759,0.4156422,0.3442672,0.3382693,0.3364699,0.001187071,0.001187071,0.1061504,0.2171116
42377.00083344,0.4168418,0.3454667,0.3388690,0.3358701,0.001187071,0.001187071,0.1109487,0.2171116
42377.00094918,0.4174416,0.3448670,0.3394688,0.3358701,0.001187071,0.001187071,0.1139477,0.2171116
42377.00106491,0.4162420,0.3448670,0.3400686,0.3364699,0.001187071,0.001187071,0.1121483,0.2171116
42377.00118065,0.4132431,0.3424678,0.3388690,0.3358701,0.001187071,0.001187071,0.1115485,0.2189110
42377.00129639,0.4174416,0.3454667,0.3394688,0.3358701,0.001187071,0.001786862,0.1103489,0.2171116
42377.00141212,0.4150424,0.3430676,0.3382693,0.3364699,0.001187071,0.001187071,0.1091493,0.2195108
42377.00152786,0.4114437,0.3412682,0.3364699,0.3334709,0.001786862,0.001187071,0.1031514,0.2183112
42377.00164359,0.4156422,0.3448670,0.3394688,0.3364699,0.001187071,0.001187071,0.09595395,0.2171116
42377.00175933,0.4186412,0.3460665,0.3394688,0.3358701,0.001187071,0.001786862,0.1043510,0.2171116
42377.00187507,0.4150424,0.3424678,0.3382693,0.3364699,0.001187071,0.001187071,0.1121483,0.2171116
42377.00199080,0.4168418,0.3448670,0.3394688,0.3364699,0.001187071,0.001187071,0.1139477,0.2189110
42377.00210654,0.4162420,0.3448670,0.3388690,0.3358701,0.001187071,0.001786862,0.1133479,0.2171116
42377.00222770,0.4150424,0.3436674,0.3388690,0.3364699,0.001786862,0.001187071,0.1121483,0.2189110
42377.00234344,0.4150424,0.3430676,0.3382693,0.3370697,0.001187071,0.001187071,0.1127481,0.2165118
42377.00245917,0.4150424,0.3448670,0.3394688,0.3364699,0.001187071,0.001187071,0.1151472,0.2171116
42377.00257491,0.4156422,0.3430676,0.3382693,0.3370697,0.001187071,0.001187071,0.1139477,0.2171116
42377.00269065,0.4150424,0.3424678,0.3382693,0.3358701,0.001187071,0.001187071,0.1115485,0.2165118
42377.00280096,0.4144426,0.3430676,0.3388690,0.3364699,0.001187071,0.001187071,0.1109487,0.2147124
42377.00291669,0.4162420,0.3430676,0.3382693,0.3364699,0.001187071,0.001786862,0.1151472,0.2159120
42377.00303243,0.4174416,0.3460665,0.3394688,0.3364699,0.001187071,0.001786862,0.1169466,0.2159120
42377.00314817,0.4162420,0.3436674,0.3388690,0.3370697,0.001187071,0.001187071,0.1157470,0.2147124
42377.00326390,0.4156422,0.3430676,0.3382693,0.3364699,0.001187071,0.001187071,0.1169466,0.2141127
42377.00337964,0.4150424,0.3442672,0.3394688,0.3364699,0.001187071,0.001187071,0.1175464,0.2147124
42377.00349537,0.4156422,0.3442672,0.3382693,0.3358701,0.001187071,0.001187071,0.1169466,0.2147124
42377.00361111,0.4174416,0.3454667,0.3388690,0.3370697,0.001187071,0.001187071,0.1145475,0.2171116
42377.00372685,0.4150424,0.3454667,0.3400686,0.3364699,0.001187071,0.001187071,0.1115485,0.2153122
42377.00384259,0.4162420,0.3448670,0.3394688,0.3370697,0.001786862,0.001187071,0.1103489,0.2147124
42377.00395833,0.4162420,0.3460665,0.3394688,0.3364699,0.001187071,0.001187071,0.1103489,0.2147124
42377.00407408,0.4174416,0.3448670,0.3388690,0.3358701,0.001187071,0.001187071,0.1091493,0.2129131
42377.00418992,0.4162420,0.3454667,0.3394688,0.3370697,0.001187071,0.001187071,0.1109487,0.2165118
42377.00430566,0.4174416,0.3448670,0.3388690,0.3358701,0.001187071,0.001187071,0.1085495,0.2171116
42377.00442140,0.4162420,0.3430676,0.3382693,0.3358701,0.001187071,0.001786862,0.1055506,0.2171116
42377.00454147,0.4156422,0.3436674,0.3388690,0.3358701,0.001187071,0.001187071,0.1043510,0.2189110
42377.00465830,0.4138428,0.3424678,0.3376695,0.3358701,0.001187071,0.001187071,0.1043510,0.2189110
42377.00477403,0.4162420,0.3454667,0.3394688,0.3346705,0.001187071,0.001187071,0.1073500,0.2189110
42377.00488977,0.4168418,0.3454667,0.3394688,0.3364699,0.001187071,0.001187071,0.1067502,0.2195108
42377.00500551,0.4114437,0.3412682,0.3370697,0.3346705,0.001187071,0.001187071,0.1043510,0.2165118
42377.00512124,0.4150424,0.3430676,0.3388690,0.3358701,0.001187071,0.001187071,0.1073500,0.2165118
42377.00523698,0.4168418,0.3442672,0.3382693,0.3358701,0.001187071,0.001786862,0.1097491,0.2171116
42377.00535272,0.4168418,0.3448670,0.3394688,0.3364699,0.001187071,0.001187071,0.1079498,0.2177114
