TheTime,CH6,CH7,output,CH0,CH1,CH2
42538.00011574,0.07676066,0.1703280,,-0.002405566,0.03597491,0.2740917
42538.00023148,0.07736045,0.1703280,,-0.001202979,0.03837407,0.2758911
42538.00034725,0.07796024,0.1703280,,-0.001202979,0.04137303,0.2758911
42538.00046296,0.07676066,0.1697282,,-0.001202979,0.03897386,0.2782902
42538.00057873,0.07676066,0.1697282,,-0.001202979,0.03537512,0.2776904
42538.00069447,0.07556108,0.1679288,,-0.001202979,0.03957365,0.2782902
42538.00081021,0.07316191,0.1679288,,-0.002405566,0.04017344,0.2752913
42538.00092594,0.07196233,0.1679288,,-0.001202979,0.03837407,0.2728921
42538.00104167,0.06956317,0.1673290,,-0.001202979,0.03657470,0.2728921
42538.00115742,0.06836359,0.1679288,,-0.001202979,0.03657470,0.2722923
42538.00127315,0.06956317,0.1691284,,-0.001202979,0.03777428,0.2734919
42538.00138890,0.07136254,0.1697282,,-0.001202979,0.04017344,0.2752913
42538.00150464,0.07496129,0.1727271,,-0.001202979,0.04017344,0.2728921
42538.00162038,0.07376171,0.1715275,,-0.001202979,0.03657470,0.2716925
42538.00173611,0.07016296,0.1727271,,-0.001202979,0.03237617,0.2692934
42538.00185185,0.07076275,0.1727271,,-0.001202979,0.03117659,0.2692934
42538.00196759,0.07196233,0.1721273,,-0.002405566,0.03057680,0.2710927
42538.00208333,0.07136254,0.1721273,,-3.916211e-07,0.03417554,0.2746915
42538.00219908,0.07196233,0.1721273,,-0.001202979,0.03417554,0.2740917
42538.00231482,0.07136254,0.1721273,,-0.001202979,0.03537512,0.2746915
42538.00243056,0.07016296,0.1739267,,-0.001202979,0.03657470,0.2728921
42538.00254630,0.06836359,0.1739267,,-0.001202979,0.03837407,0.2716925
42538.00266204,0.06956317,0.1745265,,-0.001202979,0.04077324,0.2722923
42538.00277778,0.06956317,0.1757261,,-0.001202979,0.03777428,0.2716925
42538.00289352,0.07016296,0.1763259,,-0.001202979,0.03537512,0.2734919
42538.00300937,0.06956317,0.1763259,,-0.001202979,0.03837407,0.2740917
42538.00312511,0.06776380,0.1781252,,-0.001202979,0.03657470,0.2686936
42538.00324074,0.06716401,0.1781252,,-0.001202979,0.03297596,0.2626957
42538.00335648,0.06776380,0.1775254,,-0.001202979,0.03957365,0.2686936
42538.00347233,0.07016296,0.1781252,,-0.001202979,0.04257261,0.2740917
42538.00358806,0.07196233,0.1775254,,-0.001202979,0.03777428,0.2716925
42538.00370380,0.07256212,0.1781252,,-0.001202979,0.03597491,0.2692934
42538.00381945,0.07076275,0.1757261,,-0.001202979,0.03717449,0.2704929
42538.00393519,0.07136254,0.1757261,,-0.001202979,0.03537512,0.2710927
42538.00405102,0.07136254,0.1739267,,-0.001202979,0.03057680,0.2686936
42538.00416667,0.07016296,0.1745265,,-0.001202979,0.03057680,0.2668942
42538.00428250,0.06956317,0.1769256,,-0.001202979,0.03657470,0.2704929
42538.00439815,0.06896338,0.1781252,,-0.001202979,0.04017344,0.2734919
42538.00451397,0.06896338,0.1805244,,-0.002405566,0.03717449,0.2692934
