    0,2016/09/18,00:00:00,53,58,42,0
    1,2016/09/18,00:00:10,53.3,58,42.1,0
    2,2016/09/18,00:00:21,54.8,57.7,42.4,0
    3,2016/09/18,00:00:31,54.5,57,42,0
    4,2016/09/18,00:00:41,55,55.4,41.4,0
    5,2016/09/18,00:00:51,55.3,55,41,0
    6,2016/09/18,00:01:01,55.6,54.7,41,0
    7,2016/09/18,00:01:11,55,53.2,40.9,0
    8,2016/09/18,00:01:21,55,53,40.1,0
    9,2016/09/18,00:01:31,54.1,53,40.9,0
   10,2016/09/18,00:01:41,54.5,52.2,40,0
   11,2016/09/18,00:01:51,54.5,52.8,40,0
   12,2016/09/18,00:02:01,54,53.8,40.1,0
   13,2016/09/18,00:02:11,54.5,54,40.5,0
   14,2016/09/18,00:02:21,55.3,53.1,40.9,0
   15,2016/09/18,00:02:31,55.1,53.3,40.4,0
   16,2016/09/18,00:02:41,55,54.5,40,0
   17,2016/09/18,00:02:51,53.7,54.8,40,0
   18,2016/09/18,00:03:02,53.9,54.6,40,0
   19,2016/09/18,00:03:12,54,55.2,40,0
   20,2016/09/18,00:03:22,53.5,56.8,40.1,0
   21,2016/09/18,00:03:32,55,57.3,40.3,0
   22,2016/09/18,00:03:42,56.5,58.3,40,0
   23,2016/09/18,00:03:52,56.5,58.6,40.1,0
   24,2016/09/18,00:04:02,56,58,41,0
   25,2016/09/18,00:04:12,55.5,58,41.6,0
   26,2016/09/18,00:04:22,57,58,41.8,0
   27,2016/09/18,00:04:32,58,57.6,41,0
   28,2016/09/18,00:04:42,58,57,41.5,0
   29,2016/09/18,00:04:52,56.5,57,41,0
   30,2016/09/18,00:05:02,56,57,41,0
   31,2016/09/18,00:05:12,56,56.1,40.3,0
   32,2016/09/18,00:05:23,55.9,55.5,40,0
   33,2016/09/18,00:05:33,55,56.3,40,0
   34,2016/09/18,00:05:43,55,56.6,40.8,0
   35,2016/09/18,00:05:53,56,56,41.3,0
   36,2016/09/18,00:06:03,56.4,55.1,41.1,0
   37,2016/09/18,00:06:13,55.5,54.6,42.3,0
   38,2016/09/18,00:06:23,56.5,54,43.3,0
   39,2016/09/18,00:06:33,57,54,42.8,0
   40,2016/09/18,00:06:43,57,53.5,41.8,0
   41,2016/09/18,00:06:53,56.4,53.1,41,0
   42,2016/09/18,00:07:03,56,53.5,41,0
   43,2016/09/18,00:07:13,56,53,40.8,0
   44,2016/09/18,00:07:23,56.4,53,40,0
   45,2016/09/18,00:07:33,56.7,53,40.2,0
   46,2016/09/18,00:07:43,57,52.5,41,0
   47,2016/09/18,00:07:53,57,52.6,41,0
   48,2016/09/18,00:08:03,55.9,52,41.5,0
   49,2016/09/18,00:08:14,55.1,51,40.8,0
   50,2016/09/18,00:08:24,53.1,52,40,0
   51,2016/09/18,00:08:34,52.7,52,40,0
   52,2016/09/18,00:08:44,53.5,52,39.1,0
   53,2016/09/18,00:08:54,53,51.5,38,0
   54,2016/09/18,00:09:04,53.5,51.5,38,0
   55,2016/09/18,00:09:14,53.7,52.5,38,0
   56,2016/09/18,00:09:24,53.3,52.5,38.2,0
   57,2016/09/18,00:09:34,52.8,52,39.2,0
   58,2016/09/18,00:09:44,52,52.4,40,0
   59,2016/09/18,00:09:54,52.4,52.6,40,0
   60,2016/09/18,00:10:04,52,52,40.7,0
   61,2016/09/18,00:10:14,51.6,52,41.5,0
   62,2016/09/18,00:10:24,51,52,41,0
   63,2016/09/18,00:10:34,50.6,52,41,0
   64,2016/09/18,00:10:44,50.5,52,41,0
   65,2016/09/18,00:10:55,50.8,51.1,41,0
   66,2016/09/18,00:11:05,50.1,50.6,41,0
   67,2016/09/18,00:11:15,50,50.4,41,0
   68,2016/09/18,00:11:25,50,50,41,0
   69,2016/09/18,00:11:35,50,49.5,41,0
   70,2016/09/18,00:11:45,49.6,49.4,41.2,0
   71,2016/09/18,00:11:55,49.5,50.5,42,0
   72,2016/09/18,00:12:05,49.8,50,41.2,0
   73,2016/09/18,00:12:15,50,49.1,41,0
   74,2016/09/18,00:12:25,50,48,41,0
   75,2016/09/18,00:12:35,50.4,47.5,41,0
   76,2016/09/18,00:12:45,51,48,40.2,0
   77,2016/09/18,00:12:55,51.5,47.5,39.7,0
   78,2016/09/18,00:13:05,53,46.5,39,0
   79,2016/09/18,00:13:15,53,45.5,39,0
   80,2016/09/18,00:13:25,52,45.4,38.2,0
   81,2016/09/18,00:13:36,52,46.4,38,0
   82,2016/09/18,00:13:46,52,47,38.2,0
   83,2016/09/18,00:13:56,51.5,47,39,0
   84,2016/09/18,00:14:06,50,47.4,39,0
   85,2016/09/18,00:14:16,51,47.1,38.2,0
   86,2016/09/18,00:14:26,51,46,38,0
   87,2016/09/18,00:14:36,51,46,38.2,0
   88,2016/09/18,00:14:46,51,46.9,38.2,0
   89,2016/09/18,00:14:56,50.5,48.4,38,0
   90,2016/09/18,00:15:06,50.5,49,37.2,0
   91,2016/09/18,00:15:16,51,49.9,37,0
   92,2016/09/18,00:15:26,51.5,50,37.2,0
   93,2016/09/18,00:15:36,51,50,38,0
   94,2016/09/18,00:15:46,51,51.4,38.7,0
   95,2016/09/18,00:15:56,51.5,52.5,39,0
   96,2016/09/18,00:16:06,52,51.5,39,0
   97,2016/09/18,00:16:16,53,51,39,0
   98,2016/09/18,00:16:27,54,52.5,39,0
   99,2016/09/18,00:16:37,54,52.5,39,0
  100,2016/09/18,00:16:47,52.4,52.5,39,0
  101,2016/09/18,00:16:57,51.5,52,39,0
  102,2016/09/18,00:17:07,52,53,38.7,0
  103,2016/09/18,00:17:17,52.1,53.5,38.5,0
  104,2016/09/18,00:17:27,54,54,38.3,0
