 5891,2016/05/13,16:21:53,3,5,0,0
 5892,2016/05/13,16:22:03,3,5,0,0
 5893,2016/05/13,16:22:14,3.5,5,0,0
 5894,2016/05/13,16:22:24,4,5,0,0
